"","x"
"15281","SNAP91"
"15282","SNAPC1"
"15283","SNAPC2"
"15284","SNAPC3"
"15285","SNAPC4"
"15286","SNAPC5"
"15287","SNAPIN"
"15288","SNCA"
"15289","SNCAIP"
"15290","SNCB"
"15291","SNCG"
"15292","SND1"
"15293","SNED1"
"15294","SNF8"
"15295","SNIP1"
"15296","SNN"
"15297","SNORC"
"15298","SNPH"
"15299","SNRK"
"15300","SNRNP200"
"15301","SNRNP25"
"15302","SNRNP27"
"15303","SNRNP35"
"15304","SNRNP40"
"15305","SNRNP48"
"15306","SNRNP70"
"15307","SNRPA"
"15308","SNRPA1"
"15309","SNRPB"
"15310","SNRPB2"
"15311","SNRPC"
"15312","SNRPD1"
"15313","SNRPD2"
"15314","SNRPD3"
"15315","SNRPE"
"15316","SNRPF"
"15317","SNRPG"
"15318","SNRPN"
"15319","SNTA1"
"15320","SNTB1"
"15321","SNTB2"
"15322","SNTG1"
"15323","SNTG2"
"15324","SNTN"
"15325","SNU13"
"15326","SNUPN"
"15327","SNURF"
"15328","SNW1"
"15329","SNX1"
"15330","SNX10"
"15331","SNX11"
"15332","SNX12"
"15333","SNX13"
"15334","SNX14"
"15335","SNX15"
"15336","SNX16"
"15337","SNX17"
"15338","SNX18"
"15339","SNX19"
"15340","SNX2"
"15341","SNX20"
"15342","SNX21"
"15343","SNX22"
"15344","SNX24"
"15345","SNX25"
"15346","SNX27"
"15347","SNX29"
"15348","SNX3"
"15349","SNX30"
"15350","SNX31"
"15351","SNX32"
"15352","SNX33"
"15353","SNX4"
"15354","SNX5"
"15355","SNX6"
"15356","SNX7"
"15357","SNX8"
"15358","SNX9"
"15359","SOAT1"
"15360","SOAT2"
"15361","SOBP"
"15362","SOCS1"
"15363","SOCS2"
"15364","SOCS3"
"15365","SOCS4"
"15366","SOCS5"
"15367","SOCS6"
"15368","SOCS7"
"15369","SOD1"
"15370","SOD2"
"15371","SOD3"
"15372","SOGA1"
"15373","SOGA3"
"15374","SOHLH1"
"15375","SOHLH2"
"15376","SON"
"15377","SORBS1"
"15378","SORBS2"
"15379","SORBS3"
"15380","SORCS1"
"15381","SORCS2"
"15382","SORCS3"
"15383","SORD"
"15384","SORL1"
"15385","SORT1"
"15386","SOS1"
"15387","SOS2"
"15388","SOST"
"15389","SOSTDC1"
"15390","SOWAHA"
"15391","SOWAHB"
"15392","SOWAHC"
"15393","SOWAHD"
"15394","SOX1"
"15395","SOX10"
"15396","SOX11"
"15397","SOX12"
"15398","SOX13"
"15399","SOX14"
"15400","SOX15"
"15401","SOX17"
"15402","SOX18"
"15403","SOX2"
"15404","SOX21"
"15405","SOX3"
"15406","SOX30"
"15407","SOX4"
"15408","SOX5"
"15409","SOX6"
"15410","SOX7"
"15411","SOX8"
"15412","SOX9"
"15413","SP1"
"15414","SP100"
"15415","SP110"
"15416","SP140"
"15417","SP140L"
"15418","SP2"
"15419","SP3"
"15420","SP4"
"15421","SP5"
"15422","SP6"
"15423","SP8"
"15424","SP9"
"15425","SPA17"
"15426","SPAAR"
"15427","SPACA1"
"15428","SPACA3"
"15429","SPACA4"
"15430","SPACA5"
"15431","SPACA5B"
"15432","SPACA6"
"15433","SPACA7"
"15434","SPACA9"
"15435","SPAG1"
"15436","SPAG11A"
"15437","SPAG11B"
"15438","SPAG16"
"15439","SPAG17"
"15440","SPAG4"
"15441","SPAG5"
"15442","SPAG6"
"15443","SPAG7"
"15444","SPAG8"
"15445","SPAG9"
"15446","SPAM1"
"15447","SPANXA1"
"15448","SPANXB1"
"15449","SPANXC"
"15450","SPANXD"
"15451","SPANXN1"
"15452","SPANXN2"
"15453","SPANXN3"
"15454","SPANXN4"
"15455","SPANXN5"
"15456","SPARC"
"15457","SPARCL1"
"15458","SPART"
"15459","SPAST"
"15460","SPATA1"
"15461","SPATA12"
"15462","SPATA13"
"15463","SPATA16"
"15464","SPATA17"
"15465","SPATA18"
"15466","SPATA19"
"15467","SPATA2"
"15468","SPATA20"
"15469","SPATA21"
"15470","SPATA22"
"15471","SPATA24"
"15472","SPATA25"
"15473","SPATA2L"
"15474","SPATA3"
"15475","SPATA31A1"
"15476","SPATA31A3"
"15477","SPATA31A5"
"15478","SPATA31A6"
"15479","SPATA31A7"
"15480","SPATA31D1"
"15481","SPATA31D3"
"15482","SPATA31D4"
"15483","SPATA31E1"
"15484","SPATA32"
"15485","SPATA33"
"15486","SPATA4"
"15487","SPATA45"
"15488","SPATA46"
"15489","SPATA48"
"15490","SPATA5"
"15491","SPATA5L1"
"15492","SPATA6"
"15493","SPATA6L"
"15494","SPATA8"
"15495","SPATA9"
"15496","SPATC1"
"15497","SPATC1L"
"15498","SPATS1"
"15499","SPATS2"
"15500","SPATS2L"
"15501","SPC24"
"15502","SPC25"
"15503","SPCS1"
"15504","SPCS2"
"15505","SPCS3"
"15506","SPDEF"
"15507","SPDL1"
"15508","SPDYA"
"15509","SPDYC"
"15510","SPDYE1"
"15511","SPDYE16"
"15512","SPDYE2"
"15513","SPDYE2B"
"15514","SPDYE3"
"15515","SPDYE4"
"15516","SPDYE5"
"15517","SPDYE6"
"15518","SPECC1"
"15519","SPECC1L"
"15520","SPEF1"
"15521","SPEF2"
"15522","SPEG"
"15523","SPEM1"
"15524","SPEM2"
"15525","SPEM3"
"15526","SPEN"
"15527","SPERT"
"15528","SPESP1"
"15529","SPG11"
"15530","SPG21"
"15531","SPG7"
"15532","SPHAR"
"15533","SPHK1"
"15534","SPHK2"
"15535","SPHKAP"
"15536","SPI1"
"15537","SPIB"
"15538","SPIC"
"15539","SPICE1"
"15540","SPIDR"
"15541","SPIN1"
"15542","SPIN2A"
"15543","SPIN2B"
"15544","SPIN3"
"15545","SPIN4"
"15546","SPINDOC"
"15547","SPINK1"
"15548","SPINK13"
"15549","SPINK14"
"15550","SPINK2"
"15551","SPINK4"
"15552","SPINK5"
"15553","SPINK6"
"15554","SPINK7"
"15555","SPINK8"
"15556","SPINK9"
"15557","SPINT1"
"15558","SPINT2"
"15559","SPINT3"
"15560","SPINT4"
"15561","SPIRE1"
"15562","SPIRE2"
"15563","SPN"
"15564","SPNS1"
"15565","SPNS3"
"15566","SPO11"
"15567","SPOCD1"
"15568","SPOCK1"
"15569","SPOCK2"
"15570","SPOCK3"
"15571","SPON1"
"15572","SPON2"
"15573","SPOP"
"15574","SPOPL"
"15575","SPOUT1"
"15576","SPP1"
"15577","SPP2"
"15578","SPPL2A"
"15579","SPPL2B"
"15580","SPPL2C"
"15581","SPPL3"
"15582","SPR"
"15583","SPRED1"
"15584","SPRED2"
"15585","SPRED3"
"15586","SPRN"
"15587","SPRR1A"
"15588","SPRR1B"
"15589","SPRR2A"
"15590","SPRR2B"
"15591","SPRR2D"
"15592","SPRR2E"
"15593","SPRR2F"
"15594","SPRR2G"
"15595","SPRR3"
"15596","SPRR4"
"15597","SPRR5"
"15598","SPRTN"
"15599","SPRY1"
"15600","SPRY2"
"15601","SPRY3"
"15602","SPRY4"
"15603","SPRYD3"
"15604","SPRYD4"
"15605","SPRYD7"
"15606","SPSB1"
"15607","SPSB2"
"15608","SPSB3"
"15609","SPSB4"
"15610","SPTA1"
"15611","SPTAN1"
"15612","SPTB"
"15613","SPTBN1"
"15614","SPTBN2"
"15615","SPTBN4"
"15616","SPTBN5"
"15617","SPTLC1"
"15618","SPTLC2"
"15619","SPTLC3"
"15620","SPTSSA"
"15621","SPTSSB"
"15622","SPTY2D1"
"15623","SPTY2D1OS"
"15624","SPX"
"15625","SPZ1"
"15626","SQLE"
"15627","SQOR"
"15628","SQSTM1"
"15629","SRA1"
"15630","SRARP"
"15631","SRBD1"
"15632","SRC"
"15633","SRCAP"
"15634","SRCIN1"
"15635","SRD5A1"
"15636","SRD5A2"
"15637","SRD5A3"
"15638","SREBF1"
"15639","SREBF2"
"15640","SREK1"
"15641","SREK1IP1"
"15642","SRF"
"15643","SRFBP1"
"15644","SRGAP1"
"15645","SRGAP2"
"15646","SRGAP2B"
"15647","SRGAP2C"
"15648","SRGAP3"
"15649","SRGN"
"15650","SRI"
"15651","SRL"
"15652","SRM"
"15653","SRMS"
"15654","SRP14"
"15655","SRP19"
"15656","SRP54"
"15657","SRP68"
"15658","SRP72"
"15659","SRP9"
"15660","SRPK1"
"15661","SRPK2"
"15662","SRPK3"
"15663","SRPRA"
"15664","SRPRB"
"15665","SRPX"
"15666","SRPX2"
"15667","SRR"
"15668","SRRD"
"15669","SRRM1"
"15670","SRRM2"
"15671","SRRM3"
"15672","SRRM4"
"15673","SRRM5"
"15674","SRRT"
"15675","SRSF1"
"15676","SRSF10"
"15677","SRSF11"
"15678","SRSF12"
"15679","SRSF2"
"15680","SRSF3"
"15681","SRSF4"
"15682","SRSF5"
"15683","SRSF6"
"15684","SRSF7"
"15685","SRSF8"
"15686","SRSF9"
"15687","SRXN1"
"15688","SRY"
"15689","SS18L1"
"15690","SS18L2"
"15691","SSB"
"15692","SSBP1"
"15693","SSBP2"
"15694","SSBP3"
"15695","SSBP4"
"15696","SSC4D"
"15697","SSC5D"
"15698","SSH1"
"15699","SSH2"
"15700","SSH3"
"15701","SSMEM1"
"15702","SSNA1"
"15703","SSPN"
"15704","SSPO"
"15705","SSR1"
"15706","SSR2"
"15707","SSR3"
"15708","SSR4"
"15709","SSRP1"
"15710","SST"
"15711","SSTR1"
"15712","SSTR2"
"15713","SSTR3"
"15714","SSTR4"
"15715","SSTR5"
"15716","SSU72"
"15717","SSU72P2"
"15718","SSU72P3"
"15719","SSU72P4"
"15720","SSU72P5"
"15721","SSU72P7"
"15722","SSU72P8"
"15723","SSUH2"
"15724","SSX1"
"15725","SSX2"
"15726","SSX2B"
"15727","SSX2IP"
"15728","SSX3"
"15729","SSX4"
"15730","SSX5"
"15731","SSX7"
"15732","ST13"
"15733","ST14"
"15734","ST18"
"15735","ST20-MTHFS"
"15736","ST3GAL1"
"15737","ST3GAL2"
"15738","ST3GAL3"
"15739","ST3GAL4"
"15740","ST3GAL5"
"15741","ST3GAL6"
"15742","ST5"
"15743","ST6GAL1"
"15744","ST6GAL2"
"15745","ST6GALNAC1"
"15746","ST6GALNAC2"
"15747","ST6GALNAC3"
"15748","ST6GALNAC4"
"15749","ST6GALNAC5"
"15750","ST6GALNAC6"
"15751","ST7"
"15752","ST7L"
"15753","ST8SIA1"
"15754","ST8SIA2"
"15755","ST8SIA3"
"15756","ST8SIA4"
"15757","ST8SIA5"
"15758","ST8SIA6"
"15759","STAB1"
"15760","STAB2"
"15761","STAC"
"15762","STAC2"
"15763","STAC3"
"15764","STAG1"
"15765","STAG2"
"15766","STAG3"
"15767","STAM"
"15768","STAM2"
"15769","STAMBP"
"15770","STAMBPL1"
"15771","STAP1"
"15772","STAP2"
"15773","STAR"
"15774","STARD10"
"15775","STARD13"
"15776","STARD3"
"15777","STARD3NL"
"15778","STARD4"
"15779","STARD5"
"15780","STARD6"
"15781","STARD7"
"15782","STARD8"
"15783","STARD9"
"15784","STAT1"
"15785","STAT2"
"15786","STAT3"
"15787","STAT4"
"15788","STAT5A"
"15789","STAT5B"
"15790","STAT6"
"15791","STATH"
"15792","STAU1"
"15793","STAU2"
"15794","STBD1"
"15795","STC1"
"15796","STC2"
"15797","STEAP1"
"15798","STEAP1B"
"15799","STEAP2"
"15800","STEAP3"
"15801","STEAP4"
"15802","STH"
"15803","STIL"
"15804","STIM1"
"15805","STIM2"
"15806","STIMATE"
"15807","STIP1"
"15808","STK10"
"15809","STK11"
"15810","STK11IP"
"15811","STK16"
"15812","STK17A"
"15813","STK17B"
"15814","STK19"
"15815","STK24"
"15816","STK25"
"15817","STK26"
"15818","STK3"
"15819","STK31"
"15820","STK32A"
"15821","STK32B"
"15822","STK32C"
"15823","STK33"
"15824","STK35"
"15825","STK36"
"15826","STK38"
"15827","STK38L"
"15828","STK39"
"15829","STK4"
"15830","STK40"
"15831","STKLD1"
"15832","STMN1"
"15833","STMN2"
"15834","STMN3"
"15835","STMN4"
"15836","STMND1"
"15837","STMP1"
"15838","STN1"
"15839","STOM"
"15840","STOML1"
"15841","STOML2"
"15842","STOML3"
"15843","STON1"
"15844","STON1-GTF2A1L"
"15845","STON2"
"15846","STOX1"
"15847","STOX2"
"15848","STPG1"
"15849","STPG2"
"15850","STPG3"
"15851","STPG4"
"15852","STRA6"
"15853","STRA8"
"15854","STRADA"
"15855","STRADB"
"15856","STRAP"
"15857","STRBP"
"15858","STRC"
"15859","STRIP1"
"15860","STRIP2"
"15861","STRN"
"15862","STRN3"
"15863","STRN4"
"15864","STS"
"15865","STT3A"
"15866","STT3B"
"15867","STUB1"
"15868","STUM"
"15869","STX10"
"15870","STX11"
"15871","STX12"
"15872","STX16"
"15873","STX17"
"15874","STX18"
"15875","STX19"
"15876","STX1A"
"15877","STX1B"
"15878","STX2"
"15879","STX3"
"15880","STX4"
"15881","STX5"
"15882","STX6"
"15883","STX7"
"15884","STX8"
"15885","STXBP1"
"15886","STXBP2"
"15887","STXBP3"
"15888","STXBP4"
"15889","STXBP5"
"15890","STXBP5L"
"15891","STXBP6"
"15892","STYK1"
"15893","STYX"
"15894","STYXL1"
"15895","SUB1"
"15896","SUCLA2"
"15897","SUCLG1"
"15898","SUCLG2"
"15899","SUCNR1"
"15900","SUCO"
"15901","SUDS3"
"15902","SUFU"
"15903","SUGCT"
"15904","SUGP2"
"15905","SUGT1"
"15906","SULF1"
"15907","SULF2"
"15908","SULT1A1"
"15909","SULT1A2"
"15910","SULT1A3"
"15911","SULT1A4"
"15912","SULT1B1"
"15913","SULT1C2"
"15914","SULT1C3"
"15915","SULT1C4"
"15916","SULT1E1"
"15917","SULT2A1"
"15918","SULT2B1"
"15919","SULT4A1"
"15920","SULT6B1"
"15921","SUMF1"
"15922","SUMF2"
"15923","SUMO1"
"15924","SUMO2"
"15925","SUMO3"
"15926","SUMO4"
"15927","SUN1"
"15928","SUN2"
"15929","SUN3"
"15930","SUN5"
"15931","SUOX"
"15932","SUPT16H"
"15933","SUPT20H"
"15934","SUPT3H"
"15935","SUPT4H1"
"15936","SUPT5H"
"15937","SUPT6H"
"15938","SUPT7L"
"15939","SUPV3L1"
"15940","SURF1"
"15941","SURF2"
"15942","SURF4"
"15943","SURF6"
"15944","SUSD1"
"15945","SUSD2"
"15946","SUSD3"
"15947","SUSD4"
"15948","SUSD5"
"15949","SUSD6"
"15950","SUV39H1"
"15951","SUV39H2"
"15952","SUZ12"
"15953","SV2A"
"15954","SV2B"
"15955","SV2C"
"15956","SVBP"
"15957","SVEP1"
"15958","SVIL"
"15959","SVIP"
"15960","SVOP"
"15961","SVOPL"
"15962","SWAP70"
"15963","SWI5"
"15964","SWSAP1"
"15965","SWT1"
"15966","SYAP1"
"15967","SYBU"
"15968","SYCE1"
"15969","SYCE1L"
"15970","SYCE2"
"15971","SYCE3"
"15972","SYCN"
"15973","SYCP1"
"15974","SYCP2"
"15975","SYCP2L"
"15976","SYCP3"
"15977","SYDE1"
"15978","SYDE2"
"15979","SYF2"
"15980","SYK"
"15981","SYMPK"
"15982","SYN1"
"15983","SYN2"
"15984","SYN3"
"15985","SYNC"
"15986","SYNCRIP"
"15987","SYNDIG1"
"15988","SYNDIG1L"
"15989","SYNE1"
"15990","SYNE2"
"15991","SYNE3"
"15992","SYNE4"
"15993","SYNGAP1"
"15994","SYNGR1"
"15995","SYNGR2"
"15996","SYNGR3"
"15997","SYNGR4"
"15998","SYNJ1"
"15999","SYNJ2"
"16000","SYNJ2BP"
"16001","SYNJ2BP-COX16"
"16002","SYNM"
"16003","SYNPO"
"16004","SYNPO2"
"16005","SYNPO2L"
"16006","SYNPR"
"16007","SYNRG"
"16008","SYP"
"16009","SYPL1"
"16010","SYPL2"
"16011","SYS1"
"16012","SYT1"
"16013","SYT10"
"16014","SYT11"
"16015","SYT12"
"16016","SYT13"
"16017","SYT14"
"16018","SYT15"
"16019","SYT16"
"16020","SYT17"
"16021","SYT2"
"16022","SYT3"
"16023","SYT4"
"16024","SYT5"
"16025","SYT6"
"16026","SYT7"
"16027","SYT8"
"16028","SYT9"
"16029","SYTL1"
"16030","SYTL2"
"16031","SYTL3"
"16032","SYTL4"
"16033","SYTL5"
"16034","SYVN1"
"16035","SZRD1"
"16036","SZT2"
"16037","TAAR1"
"16038","TAAR2"
"16039","TAAR5"
"16040","TAAR6"
"16041","TAAR8"
"16042","TAAR9"
"16043","TAB1"
"16044","TAB2"
"16045","TAB3"
"16046","TAC1"
"16047","TAC3"
"16048","TAC4"
"16049","TACC1"
"16050","TACC2"
"16051","TACC3"
"16052","TACO1"
"16053","TACR1"
"16054","TACR2"
"16055","TACR3"
"16056","TACSTD2"
"16057","TADA1"
"16058","TADA2A"
"16059","TADA2B"
"16060","TADA3"
"16061","TAF1"
"16062","TAF10"
"16063","TAF11"
"16064","TAF11L11"
"16065","TAF11L12"
"16066","TAF11L13"
"16067","TAF11L14"
"16068","TAF11L2"
"16069","TAF11L3"
"16070","TAF11L4"
"16071","TAF11L5"
"16072","TAF11L6"
"16073","TAF11L7"
"16074","TAF11L8"
"16075","TAF11L9"
"16076","TAF12"
"16077","TAF13"
"16078","TAF15"
"16079","TAF1A"
"16080","TAF1B"
"16081","TAF1C"
"16082","TAF1D"
"16083","TAF1L"
"16084","TAF2"
"16085","TAF3"
"16086","TAF4"
"16087","TAF4B"
"16088","TAF5"
"16089","TAF5L"
"16090","TAF6"
"16091","TAF6L"
"16092","TAF7"
"16093","TAF7L"
"16094","TAF8"
"16095","TAF9"
"16096","TAF9B"
"16097","TAGAP"
"16098","TAGLN"
"16099","TAGLN2"
"16100","TAGLN3"
"16101","TAL1"
"16102","TAL2"
"16103","TALDO1"
"16104","TAMM41"
"16105","TANC1"
"16106","TANC2"
"16107","TANGO2"
"16108","TANGO6"
"16109","TANK"
"16110","TAOK1"
"16111","TAOK2"
"16112","TAOK3"
"16113","TAP1"
"16114","TAP2"
"16115","TAPBP"
"16116","TAPBPL"
"16117","TAPT1"
"16118","TARBP1"
"16119","TARBP2"
"16120","TARDBP"
"16121","TARM1"
"16122","TARS"
"16123","TARS2"
"16124","TARSL2"
"16125","TAS1R1"
"16126","TAS1R2"
"16127","TAS1R3"
"16128","TAS2R1"
"16129","TAS2R10"
"16130","TAS2R13"
"16131","TAS2R14"
"16132","TAS2R16"
"16133","TAS2R19"
"16134","TAS2R20"
"16135","TAS2R3"
"16136","TAS2R30"
"16137","TAS2R31"
"16138","TAS2R38"
"16139","TAS2R39"
"16140","TAS2R4"
"16141","TAS2R40"
"16142","TAS2R41"
"16143","TAS2R42"
"16144","TAS2R43"
"16145","TAS2R46"
"16146","TAS2R5"
"16147","TAS2R50"
"16148","TAS2R60"
"16149","TAS2R7"
"16150","TAS2R8"
"16151","TAS2R9"
"16152","TASP1"
"16153","TAT"
"16154","TATDN1"
"16155","TATDN2"
"16156","TATDN3"
"16157","TAX1BP1"
"16158","TAX1BP3"
"16159","TAZ"
"16160","TBATA"
"16161","TBC1D1"
"16162","TBC1D10A"
"16163","TBC1D10B"
"16164","TBC1D10C"
"16165","TBC1D12"
"16166","TBC1D13"
"16167","TBC1D14"
"16168","TBC1D15"
"16169","TBC1D16"
"16170","TBC1D17"
"16171","TBC1D19"
"16172","TBC1D2"
"16173","TBC1D20"
"16174","TBC1D21"
"16175","TBC1D22A"
"16176","TBC1D22B"
"16177","TBC1D23"
"16178","TBC1D24"
"16179","TBC1D25"
"16180","TBC1D26"
"16181","TBC1D28"
"16182","TBC1D2B"
"16183","TBC1D3"
"16184","TBC1D30"
"16185","TBC1D31"
"16186","TBC1D32"
"16187","TBC1D3B"
"16188","TBC1D3C"
"16189","TBC1D3D"
"16190","TBC1D3E"
"16191","TBC1D3F"
"16192","TBC1D3G"
"16193","TBC1D3H"
"16194","TBC1D3I"
"16195","TBC1D3K"
"16196","TBC1D3L"
"16197","TBC1D4"
"16198","TBC1D5"
"16199","TBC1D7"
"16200","TBC1D8"
"16201","TBC1D8B"
"16202","TBC1D9"
"16203","TBC1D9B"
"16204","TBCA"
"16205","TBCB"
"16206","TBCC"
"16207","TBCCD1"
"16208","TBCD"
"16209","TBCE"
"16210","TBCEL"
"16211","TBCK"
"16212","TBK1"
"16213","TBKBP1"
"16214","TBL1X"
"16215","TBL1XR1"
"16216","TBL1Y"
"16217","TBL2"
"16218","TBL3"
"16219","TBP"
"16220","TBPL1"
"16221","TBPL2"
"16222","TBR1"
"16223","TBRG1"
"16224","TBRG4"
"16225","TBX1"
"16226","TBX10"
"16227","TBX15"
"16228","TBX18"
"16229","TBX19"
"16230","TBX2"
"16231","TBX20"
"16232","TBX21"
"16233","TBX22"
"16234","TBX3"
"16235","TBX4"
"16236","TBX5"
"16237","TBX6"
"16238","TBXA2R"
"16239","TBXAS1"
"16240","TBXT"
"16241","TC2N"
"16242","TCAF1"
"16243","TCAF2"
"16244","TCAF2C"
"16245","TCAIM"
"16246","TCAP"
"16247","TCEA1"
"16248","TCEA2"
"16249","TCEA3"
"16250","TCEAL1"
"16251","TCEAL2"
"16252","TCEAL3"
"16253","TCEAL4"
"16254","TCEAL5"
"16255","TCEAL6"
"16256","TCEAL7"
"16257","TCEAL8"
"16258","TCEAL9"
"16259","TCEANC"
"16260","TCEANC2"
"16261","TCERG1"
"16262","TCERG1L"
"16263","TCF12"
"16264","TCF15"
"16265","TCF19"
"16266","TCF20"
"16267","TCF21"
"16268","TCF23"
"16269","TCF24"
"16270","TCF25"
"16271","TCF3"
"16272","TCF4"
"16273","TCF7"
"16274","TCF7L1"
"16275","TCF7L2"
"16276","TCFL5"
"16277","TCHH"
"16278","TCHHL1"
"16279","TCHP"
"16280","TCIM"
"16281","TCIRG1"
"16282","TCL1A"
"16283","TCL1B"
"16284","TCN1"
"16285","TCN2"
"16286","TCOF1"
"16287","TCP1"
"16288","TCP10"
"16289","TCP10L"
"16290","TCP10L2"
"16291","TCP11"
"16292","TCP11L1"
"16293","TCP11L2"
"16294","TCP11X1"
"16295","TCP11X2"
"16296","TCTA"
"16297","TCTE1"
"16298","TCTE3"
"16299","TCTEX1D1"
"16300","TCTEX1D2"
"16301","TCTEX1D4"
"16302","TCTN1"
"16303","TCTN2"
"16304","TCTN3"
"16305","TDG"
"16306","TDGF1"
"16307","TDO2"
"16308","TDP1"
"16309","TDP2"
"16310","TDRD1"
"16311","TDRD10"
"16312","TDRD15"
"16313","TDRD3"
"16314","TDRD5"
"16315","TDRD6"
"16316","TDRD7"
"16317","TDRD9"
"16318","TDRKH"
"16319","TDRP"
"16320","TEAD1"
"16321","TEAD2"
"16322","TEAD3"
"16323","TEAD4"
"16324","TEC"
"16325","TECPR1"
"16326","TECPR2"
"16327","TECR"
"16328","TECRL"
"16329","TECTA"
"16330","TECTB"
"16331","TEDC1"
"16332","TEDC2"
"16333","TEDDM1"
"16334","TEF"
"16335","TEFM"
"16336","TEK"
"16337","TEKT1"
"16338","TEKT2"
"16339","TEKT3"
"16340","TEKT4"
"16341","TEKT5"
"16342","TELO2"
"16343","TEN1"
"16344","TENM1"
"16345","TENM2"
"16346","TENM3"
"16347","TENM4"
"16348","TENT2"
"16349","TENT4A"
"16350","TENT4B"
"16351","TENT5A"
"16352","TENT5B"
"16353","TENT5C"
"16354","TENT5D"
"16355","TEP1"
"16356","TEPP"
"16357","TEPSIN"
"16358","TERB1"
"16359","TERB2"
"16360","TERF1"
"16361","TERF2"
"16362","TERF2IP"
"16363","TERT"
"16364","TES"
"16365","TESC"
"16366","TESK1"
"16367","TESK2"
"16368","TESMIN"
"16369","TESPA1"
"16370","TET1"
"16371","TET2"
"16372","TET3"
"16373","TEX10"
"16374","TEX101"
"16375","TEX11"
"16376","TEX12"
"16377","TEX13A"
"16378","TEX13B"
"16379","TEX13C"
"16380","TEX13D"
"16381","TEX14"
"16382","TEX15"
"16383","TEX19"
"16384","TEX2"
"16385","TEX22"
"16386","TEX26"
"16387","TEX261"
"16388","TEX264"
"16389","TEX28"
"16390","TEX29"
"16391","TEX30"
"16392","TEX33"
"16393","TEX35"
"16394","TEX36"
"16395","TEX37"
"16396","TEX38"
"16397","TEX43"
"16398","TEX44"
"16399","TEX45"
"16400","TEX46"
"16401","TEX47"
"16402","TEX48"
"16403","TEX49"
"16404","TEX50"
"16405","TEX51"
"16406","TEX52"
"16407","TEX53"
"16408","TEX54"
"16409","TEX9"
"16410","TF"
"16411","TFAM"
"16412","TFAP2A"
"16413","TFAP2B"
"16414","TFAP2C"
"16415","TFAP2D"
"16416","TFAP2E"
"16417","TFAP4"
"16418","TFB1M"
"16419","TFB2M"
"16420","TFCP2"
"16421","TFCP2L1"
"16422","TFDP1"
"16423","TFDP2"
"16424","TFDP3"
"16425","TFE3"
"16426","TFEB"
"16427","TFEC"
"16428","TFF1"
"16429","TFF2"
"16430","TFF3"
"16431","TFG"
"16432","TFIP11"
"16433","TFPI"
"16434","TFPI2"
"16435","TFPT"
"16436","TFR2"
"16437","TFRC"
"16438","TG"
"16439","TGDS"
"16440","TGFA"
"16441","TGFB1"
"16442","TGFB1I1"
"16443","TGFB2"
"16444","TGFB3"
"16445","TGFBI"
"16446","TGFBR1"
"16447","TGFBR2"
"16448","TGFBR3"
"16449","TGFBR3L"
"16450","TGFBRAP1"
"16451","TGIF1"
"16452","TGIF2"
"16453","TGIF2-RAB5IF"
"16454","TGIF2LX"
"16455","TGIF2LY"
"16456","TGM1"
"16457","TGM2"
"16458","TGM3"
"16459","TGM4"
"16460","TGM5"
"16461","TGM6"
"16462","TGM7"
"16463","TGOLN2"
"16464","TGS1"
"16465","TH"
"16466","THADA"
"16467","THAP1"
"16468","THAP10"
"16469","THAP11"
"16470","THAP12"
"16471","THAP2"
"16472","THAP3"
"16473","THAP4"
"16474","THAP5"
"16475","THAP6"
"16476","THAP7"
"16477","THAP8"
"16478","THAP9"
"16479","THBD"
"16480","THBS1"
"16481","THBS2"
"16482","THBS3"
"16483","THBS4"
"16484","THEG"
"16485","THEGL"
"16486","THEM4"
"16487","THEM5"
"16488","THEM6"
"16489","THEMIS"
"16490","THEMIS2"
"16491","THG1L"
"16492","THNSL1"
"16493","THNSL2"
"16494","THOC1"
"16495","THOC2"
"16496","THOC3"
"16497","THOC5"
"16498","THOC6"
"16499","THOC7"
"16500","THPO"
"16501","THRA"
"16502","THRAP3"
"16503","THRB"
"16504","THRSP"
"16505","THSD1"
"16506","THSD4"
"16507","THSD7A"
"16508","THSD7B"
"16509","THSD8"
"16510","THTPA"
"16511","THUMPD1"
"16512","THUMPD2"
"16513","THUMPD3"
"16514","THY1"
"16515","THYN1"
"16516","TIA1"
"16517","TIAF1"
"16518","TIAL1"
"16519","TIAM1"
"16520","TIAM2"
"16521","TICAM1"
"16522","TICAM2"
"16523","TICRR"
"16524","TIE1"
"16525","TIFA"
"16526","TIFAB"
"16527","TIGAR"
"16528","TIGD1"
"16529","TIGD2"
"16530","TIGD3"
"16531","TIGD4"
"16532","TIGD5"
"16533","TIGD6"
"16534","TIGD7"
"16535","TIGIT"
"16536","TIMD4"
"16537","TIMELESS"
"16538","TIMM10"
"16539","TIMM10B"
"16540","TIMM13"
"16541","TIMM17A"
"16542","TIMM17B"
"16543","TIMM21"
"16544","TIMM22"
"16545","TIMM23"
"16546","TIMM23B"
"16547","TIMM29"
"16548","TIMM44"
"16549","TIMM50"
"16550","TIMM8A"
"16551","TIMM8B"
"16552","TIMM9"
"16553","TIMMDC1"
"16554","TIMP1"
"16555","TIMP2"
"16556","TIMP3"
"16557","TIMP4"
"16558","TINAG"
"16559","TINAGL1"
"16560","TINCR"
"16561","TIPARP"
"16562","TIPIN"
"16563","TIPRL"
"16564","TIRAP"
"16565","TJAP1"
"16566","TJP1"
"16567","TJP2"
"16568","TJP3"
"16569","TK1"
"16570","TK2"
"16571","TKFC"
"16572","TKT"
